;previous_5_turn;question;next_5_turn
1803;"
oui

blanc

blanc 

euh de quelle couleur ? 

uni oui 
bloc uni sans corres- de correspondance 
";sans lignes ?;"
sans lignes oui 


oui

faut laisser ça pour les enfants 


que pensez-vous alors des gens qui se servent par exemple de des du papier carreaux à  carreaux ?


c'est incorrect 

"
1804;"
faut laisser ça pour les enfants 


oui

sans lignes oui 


sans lignes ?

oui
";que pensez-vous alors des gens qui se servent par exemple de des du papier carreaux à  carreaux ?;"

c'est incorrect 


incorrect ? 

je crois oui 

oui 

mème 

mème 


surtout pour les pour faire une demande de de n'importe quoi de euh
papiers admi- en famille peut-ètre que ça peut

mais pour faire on peut pas écrire euh 

faire quelque chose d'administratif sur des papiers à  carreaux alors ça a l'air tout à  fait écolier là  
"
1805;"

c'est incorrect 


que pensez-vous alors des gens qui se servent par exemple de des du papier carreaux à  carreaux ?

faut laisser ça pour les enfants 


oui

sans lignes oui 

";incorrect ? ;"
je crois oui 

oui 

mème 

mème 


surtout pour les pour faire une demande de de n'importe quoi de euh
papiers admi- en famille peut-ètre que ça peut

mais pour faire on peut pas écrire euh 

faire quelque chose d'administratif sur des papiers à  carreaux alors ça a l'air tout à  fait écolier là  

oui 

euh quand vous devez écrire 

quand vous deviez écrire un petit mot d'excuse à  l'école alors vous vous vous employez toujours les mèmes euh moyens ?

il y a euh après il y a les petites cartes euh 
"
1806;"

surtout pour les pour faire une demande de de n'importe quoi de euh
papiers admi- en famille peut-ètre que ça peut

mais pour faire on peut pas écrire euh 

faire quelque chose d'administratif sur des papiers à  carreaux alors ça a l'air tout à  fait écolier là  

oui 

mème 

mème 

je crois oui 

incorrect ? 


c'est incorrect 

";quand vous deviez écrire un petit mot d'excuse à  l'école alors vous vous vous employez toujours les mèmes euh moyens ?;"
il y a euh après il y a les petites cartes euh 

ah oui

vous savez les petites cartes blanches là  

oui

et sur les livrets je crois qu'il y a maintenant des des 

"
1807;"
alors on écrit sur le carnet et c'est détaché 

par le professeur 

oui

c'est préparé d'avance

sur les livrets scolaires sur les carnets scolaires 


oui

et sur les livrets je crois qu'il y a maintenant des des 

";par exemple ? ;"

euh le papier ? 

oui

ah oui oui pareil la mème chose oui 

stylo encre stylo à  encre ? 

stylo oui 
"
1808;"
ah oui ah bon 

et est-ce que c'est la mème chose alors pour 

si vous deviez écrire 

à  un supérieur quelconque dans le travail 
par exemple ? 

alors on écrit sur le carnet et c'est détaché 

par le professeur 

oui

c'est préparé d'avance

sur les livrets scolaires sur les carnets scolaires 


oui
";euh le papier ? ;"
oui

ah oui oui pareil la mème chose oui 

stylo encre stylo à  encre ? 

stylo oui 

oui oui 

oui
bon 

vous arrive-t-il d'utiliser quelquefois du papier à  carreaux alors ? 
"
1809;"
ah oui oui pareil la mème chose oui 

oui


euh le papier ? 

ah oui ah bon 

et est-ce que c'est la mème chose alors pour 

si vous deviez écrire 

à  un supérieur quelconque dans le travail 
par exemple ? 

alors on écrit sur le carnet et c'est détaché 

par le professeur 
";stylo encre stylo à  encre ? ;"
stylo oui 

oui oui 

oui
bon 

vous arrive-t-il d'utiliser quelquefois du papier à  carreaux alors ? 

non 

jamais ? 

jamais non 
"
1810;"
stylo oui 

stylo encre stylo à  encre ? 

ah oui oui pareil la mème chose oui 

oui


euh le papier ? 
";vous arrive-t-il d'utiliser quelquefois du papier à  carreaux alors ? ;"
non 

jamais ? 

jamais non 


bon 

vous n'avez pas d'autres opinions

sur ce sujet du papier à  écrire ? 


 non 

"
1811;"
non 

oui oui 

oui
bon 

vous arrive-t-il d'utiliser quelquefois du papier à  carreaux alors ? 

stylo oui 

stylo encre stylo à  encre ? 

ah oui oui pareil la mème chose oui 
";jamais ? ;"
jamais non 


bon 

vous n'avez pas d'autres opinions

sur ce sujet du papier à  écrire ? 


 non 


non 
bon


il y a beaucoup de gens à  la campagne qui se servent encore de 
de les lignes

beaucoup 
"
1812;"
jamais non 

jamais ? 

non 

oui oui 

oui
bon 

vous arrive-t-il d'utiliser quelquefois du papier à  carreaux alors ? 

stylo oui 
";sur ce sujet du papier à  écrire ? ;"

 non 


non 
bon


il y a beaucoup de gens à  la campagne qui se servent encore de 
de les lignes

beaucoup 

oui


ils ont gardé ça de dans le temps 

"
1813;"
ils ont gardé ça de dans le temps 


oui


il y a beaucoup de gens à  la campagne qui se servent encore de 
de les lignes

beaucoup 

non 
bon



 non 

";de la feuille blanc ? ;"
oui mais alors oui oui mais alors
c'est on sent que c'est 

moi j'aime pas 

c'est écrit quand mème euh d'après le style du 

c'est on sent que c'est rayé d'avance 

une lettre moi il faut bien que ça soit 

oui


normal

"
1814;"
oh là  

euh une question indiscrète 

normal


oui


c'est écrit quand mème euh d'après le style du 

c'est on sent que c'est rayé d'avance 

une lettre moi il faut bien que ça soit 
";y a-t-il euh des choses qui vous agacent dans la façon de parler de votre femme monsieur ? ;"

ben non 


et 

alors bon très bien et y a-t-il des choses euh qui agacent votre femme dans la façon dont vous parliez vous ? 



non

oh 

non non 
"
1815;"

ben non 


oui

y a-t-il euh des choses qui vous agacent dans la façon de parler de votre femme monsieur ? 

oh là  

euh une question indiscrète 

normal

";alors bon très bien et y a-t-il des choses euh qui agacent votre femme dans la façon dont vous parliez vous ? ;"


non

oh 

non non 

très bien 

et 

y a-t-il des choses euh qui vous agacent dans la façon oh 

qui vous agaçaient dans le temps dans la façon de parler de vos enfants ? 


euh certaines expressions d'école 

"
1816;"
oh 

non non 

non



et 

alors bon très bien et y a-t-il des choses euh qui agacent votre femme dans la façon dont vous parliez vous ? 


ben non 

";qui vous agaçaient dans le temps dans la façon de parler de vos enfants ? ;"

euh certaines expressions d'école 


 oui oui 


on peut pas dire que c'est méchant mais enfin vous savez maintenant ils peuvent rien dire sans dire c'est vachement bien 


hm hm

non c'est c'est pas normal ça ça ça me plaà®t pas 

ça ça ça vient de l'école ça et du lycée
parce que plus plus ça monte 

plus c'est joli 

"
1817;"
non c'est c'est pas normal ça ça ça me plaà®t pas 

ça ça ça vient de l'école ça et du lycée
parce que plus plus ça monte 

plus c'est joli 


hm hm

on peut pas dire que c'est méchant mais enfin vous savez maintenant ils peuvent rien dire sans dire c'est vachement bien 


 oui oui 



euh certaines expressions d'école 

";ah oui ?;"
c'est pas beau non

c'est pas beau 

l'argot l'argot 

alors vous arrive-t-il à  les reprendre ? 

ah oui
oh là  là 

terriblement 


et qui est-ce qui les reprend les qui qui est-ce qui les reprend le plus ? 
"
1818;"
c'est pas beau 

l'argot l'argot 

c'est pas beau non

ah oui ?

non c'est c'est pas normal ça ça ça me plaà®t pas 

ça ça ça vient de l'école ça et du lycée
parce que plus plus ça monte 

plus c'est joli 


hm hm
";alors vous arrive-t-il à  les reprendre ? ;"
ah oui
oh là  là 

terriblement 


et qui est-ce qui les reprend les qui qui est-ce qui les reprend le plus ? 

ah celui qui se trouve là  

ah bon

oui oui 

"
1819;"
ah oui
oh là  là 

terriblement 


alors vous arrive-t-il à  les reprendre ? 

c'est pas beau 

l'argot l'argot 

c'est pas beau non

ah oui ?
";et qui est-ce qui les reprend les qui qui est-ce qui les reprend le plus ? ;"
ah celui qui se trouve là  

ah bon

oui oui 


pareils tous les deux pareils ? 

oh oui 
oui
"
1820;"
oui oui 


ah bon

ah celui qui se trouve là  

et qui est-ce qui les reprend les qui qui est-ce qui les reprend le plus ? 

ah oui
oh là  là 

terriblement 

";pareils tous les deux pareils ? ;"
oh oui 
oui


bon 

il n'y a pas de différences entre les choses dont l'un ou l'autre 

re-

oh moi je perds maintenant je perds le 

la manière dont j'allais j'allais po- poser la question en ce que j'allais dire c'est que 
il n'y a pas de différences mais entre les choses que vous monsieur reprenez vos enfants ou que 

ah madame

madame non 

non 
"
1821;"
non 

madame non 

ah madame


bon 

il n'y a pas de différences entre les choses dont l'un ou l'autre 

re-

oh moi je perds maintenant je perds le 

la manière dont j'allais j'allais po- poser la question en ce que j'allais dire c'est que 
il n'y a pas de différences mais entre les choses que vous monsieur reprenez vos enfants ou que 

oh oui 
oui
";de prononcer à  vos enfants ? ;"
oh oui

comme comme certaines

oui ah oui c'est pas beau


euh les punissez-vous s'ils les prononcent ? 


non 

c'est inconnu à  la maison ça 
"
1822;"
oui ah oui c'est pas beau


comme comme certaines

oh oui

non c'est le mème mème genre de choses oui 

bon

il y a 
je suppose alors d'après ce que vous avez dit qu'il y a quelques mots que vous interdisez 

de prononcer à  vos enfants ? 

non 
";euh les punissez-vous s'ils les prononcent ? ;"

non 

c'est inconnu à  la maison ça 

ah très bien 

dernière feuille

j'espère 
oui 

non on n'a jamais puni chez nous 

ah bon 


malheureusement 

parce que des fois 

"
1823;"
malheureusement 

parce que des fois 


ah bon 


non on n'a jamais puni chez nous 

ah très bien 

dernière feuille

j'espère 
oui 


non 

c'est inconnu à  la maison ça 
";est-ce que vos parents faisaient attention à  la façon dont vous parliez monsieur ? ;"
non 

non 

mes parents étaient dans le commerce

le client passait avant l'éducation des enfants 


ah oui

oui 

dans ces époques euh mille neuf cent vingt-six vingt-sept 

ils s'occu- ils n'avaient pas le temps de s'occuper de moi du reste je j'étais en en pension de bonne heure
"
1824;"
oui 

dans ces époques euh mille neuf cent vingt-six vingt-sept 

ils s'occu- ils n'avaient pas le temps de s'occuper de moi du reste je j'étais en en pension de bonne heure

ah oui

mes parents étaient dans le commerce

le client passait avant l'éducation des enfants 


non 

non 
";et votre instituteur faisait-il attention à  la façon dont vous parliez ? ;"
ah oui 
à  l'époque ça comptait 

oui 

et pour quel genre de choses surtout ? 


oh le français en général

ah oui

hm hm

et la politesse oui 

"
1825;"
ah oui 
à  l'époque ça comptait 

oui 

et votre instituteur faisait-il attention à  la façon dont vous parliez ? 

oui 

dans ces époques euh mille neuf cent vingt-six vingt-sept 

ils s'occu- ils n'avaient pas le temps de s'occuper de moi du reste je j'étais en en pension de bonne heure

ah oui

mes parents étaient dans le commerce

le client passait avant l'éducation des enfants 

";et pour quel genre de choses surtout ? ;"

oh le français en général

ah oui

hm hm

et la politesse oui 


oui et faisait-il

plus que maintenant oui la politesse 
"
1826;"
plus que maintenant oui la politesse 

oui et faisait-il

hm hm

et la politesse oui 


ah oui


oh le français en général
";faisait-il des sanctions ? ;"
ah oui oui oui des coups de règle sur les doigts 

coups de règle ah oui

des tours de cour 

c'était permis de tirer les oreilles à  l'époque 


bon 

je vais si vous permettez puisque c'est la dernière question je vais retourner la bande 

parce que 
oui oui
"
1827;"
il y a pas de danger oh là  



et je vous demande monsieur 

de ne pas vous laisser influencer par votre femme 

 et
je vous en prie


cette euh 
cette dernière question 

euh je crois que la question va vous faire rire mais je la pose quand mème

parce que 
oui oui
";je voudrais vous demander comment est-ce qu'on fait une omette chez vous ?;"

une omelette ? 

une omelette 

en cassant des oeufs 


oui mais euh 

baveuse ?
"
1828;"
c'est tout simple 
je voudrais vous demander comment est-ce qu'on fait une omette chez vous ?

il y a pas de danger oh là  



et je vous demande monsieur 

de ne pas vous laisser influencer par votre femme 

 et
je vous en prie


cette euh 
cette dernière question 

euh je crois que la question va vous faire rire mais je la pose quand mème
";une omelette ? ;"
une omelette 

en cassant des oeufs 


oui mais euh 

baveuse ?

décrivez un peu 
"
1829;"
oui mais euh 

en cassant des oeufs 


une omelette 


une omelette ? 

c'est tout simple 
je voudrais vous demander comment est-ce qu'on fait une omette chez vous ?
";baveuse ?;"
décrivez un peu 

comment ?

qu'est-ce que vous faites 
décrivez un peu ce que vous faites

pour faire l'omelette ? 

pour faire l'omelette
"
1830;"
décrivez un peu 

baveuse ?

oui mais euh 

en cassant des oeufs 


une omelette 
";comment ?;"
qu'est-ce que vous faites 
décrivez un peu ce que vous faites

pour faire l'omelette ? 

pour faire l'omelette

ah vous tombez bien c'est moi qui les fais toutes ici 

ah bon alors j'écoute 
"
1831;"
qu'est-ce que vous faites 
décrivez un peu ce que vous faites

comment ?

décrivez un peu 

baveuse ?

oui mais euh 
";pour faire l'omelette ? ;"
pour faire l'omelette

ah vous tombez bien c'est moi qui les fais toutes ici 

ah bon alors j'écoute 

je casse les oeufs 


oui 
"
