;previous_sentence;question
1172;"
cela représenterait exactement pour vous ?

quand je dis est-ce qu'on fait assez pour les habitants
";ah vous voulez dire euh personnellement ?
1173;"
oui c'est ça
";qu'est-ce t'en penses toi Denis ?
1174;"
tu te trouves pas 
oui
";mal administré ?
1175;"
hum
";quelles personnes ? 
1176;"
oui oui
";n'est-ce pas ?
1177;"
oui

";qui ont de l'influence à Orléans ?
1178;"
mais je ne peux pas tirer certainement la quintessence comme

comme un type qui qui a vraiment euh étudié la littérature

si vous me demandez des hommes de notre terroir c'est ça que vous voulez savoir
";n'est-ce pas ?
1179;"
pourriez m'expliquer
mai septembre
";s'est passé ?
1180;"
là-dessus
";n'est-ce pas ?
1181;"
là-dessus
";n'est-ce pas ?
1182;"
oui
";comprenez-vous ?
1183;"
oui
";comprenez ?
1184;"
oui
";n'est-ce pas ?
1185;"
qui m'ont expliqué

le mouvement

hein on peut le dire

et je j'ai très bien compris leur mouvement euh je je j'ai je l'ai reconnu valable si vous voulez

mais enfin évidemment c'est une explosion euh c'est des jeunes on ne peut pas régenter des jeunes comme on peut régenter je sais pas des gens de mon âge par exemple

";mais alors qu'est-ce qui s'est passé euh est-ce qu'il s'est passé quelque chose à Orléans ou ?
1186;"
ils sont en cir- en circuit fermé

";oui pourquoi ça ?
1187;"
oui oui oui
";comprenez-vous ?
1188;"
oui

";il a il a des belles salles de classe si vous voulez n'est-ce pas ?
1189;"
oui
oui oui

non merci

";les différences entre les classes sont très marquées à Orléans ?
1190;"
je crois
";mais quelles sont elles enfin d'après vous ces classes de la société ?
1191;"
euh
";comme ça ?
1192;"
différence à quoi
ah oui
";d'après vous ?
1193;"
oui
";comprenez-vous ?
1194;"
ouvrier qu'à 
qu'à un avocat ou un docteur ou un chirurgien euh

ça euh

";dans ce qu'ils achètent et caetera ?
1195;"
disons de leurs 
oui
";origines de classe ? 
1196;"
oui

";comprenez-vous ?
1197;"
oui
";n'est-ce pas ?
1198;"
ça on les ressent

";les fins de mois ?
1199;"
ah c'est net hein
";qu'est-ce que c'est les fins de mois ?
1200;"

";comprenez ?
1201;"
oui
";n'est-ce pas ?
1202;"
mois ça
et y a une
";différence entre les catégories euh de ce point de vue-là ?
1203;"
oui

";y a t-il chez vous un dictionnaire ?
1204;"

oui

";ou des dictionnaires ?
1205;"
je suis pas très 
je vous en prie
";vous avez les deux ?
1206;"
oui
";euh en combien de volumes ?
1207;"
 je l'ai en trois en trois volumes en Littré
";où est-ce que vous les gardez ?
1208;"
oui 
";euh hum depuis quand est-ce que vous avez un ou des dictionnaires ?
1209;"
après j'ai demandé l'avis à un d'un libraire

";qui est-ce qui s'en sert le plus souvent à la maison ?
1210;"

bah un peu tous hein

des fois quand on a quelque chose à débattre bah on c'est le Larousse qui nous départage ou le 
 ou le Littré
";et vous est-ce que vous vous en servez euh ?
1211;"
pas peut-être euh deux ou trois fois par mois ça dépend des moments je vais l'employer des fois 

dans la même semaine trois quatre fois puis je vais être un mois sans m'en servir
";est-ce que vous vous souvenez de la dernière fois que vous l'avez regardé ?
1212;"
oui c'est ça oui oui oui

est-ce que vous vous souvenez de la dernière fois que vous l'avez regardé ?
";qu' est-ce qu'on a regardé ?
1213;"
oui c'est ça oui oui oui

est-ce que vous vous souvenez de la dernière fois que vous l'avez regardé ?
";à quel euh sujet ? 
1214;"
si vous voulez
oui
";vous vous souvenez de ce que vous avez cherché ?
1215;"
hum

";là s'il s'agit de dire dans dans quelle catégorie vous cherchez le plus souvent entre orthographe euh le sens des mots l'histoire ou la géographie ?
1216;"
le sens des mots aussi oui
";et est-ce que vous avez aussi euh une ou des encyclopédies ?
1217;"
non

";par exemple Larousse ménager Larousse médical Larousse gastronomique ?
1218;"
oui

";est-ce que vous possédez un livre euh sur euh l'art de parler ou la sur la prononciation ?
1219;"
non

";les difficultés de la langue française en orthographe ?
1220;"
faire 
";et caetera ?
1221;"
et caetera ?
non
";et pourquoi est-ce que vous n'avez aucun de ces livres-là est-ce que vous ?
1222;"
oui

";est-ce que le journal que vous lisez habituellement a une rubrique sur le langage ?
1223;"
non

";euh est-ce que vous faites des mots-croisés ?
1224;"
vous 
oui
";ai déjà posée est-ce que vous pensez qu'il soit utile que les enfants apprennent le latin à l'école ?
1225;"
eux
et pourquoi
";d'après vous ?
1226;"
oui d'accord

";qu'est-ce que vous pensez de ce qu'on appelle le franglais ?
1227;"

bah il est un petit peu envahissant hein

"; indifférent disons ?
1228;"
oui

est-ce que vous êtes pour ou contre ou 
 indifférent disons ?

enfin 

de ces trois choix 
";pour contre ou indifférent ?
1229;"

 



";et pourquoi ?
1230;"
oui

hum bien

";appartenant à des milieux sociaux différents ?
1231;"
oui
";comprenez-vous ?
1232;"
d'ailleurs on n'est pas la 

euh la vallée de la Loire pour rien hein
";elles seraient très importantes importantes ou peu importantes ?
1233;"
oui

bien

";est-ce que d'après vous les gens parleraient de mieux en mieux de plus en plus mal ou sans changement ?
1234;"
ah non de mieux en mieux
";de mieux en mieux oui et à quoi cela tient d'après vous ?
1235;"
oui

";quelle est la personne qui parle le mieux le français ?
1236;"
oui

";des personnes que vous connaissez ?
1237;"
parmi vos vos connaissances 
quelle est la personne qui parle le mieux le français ?

des personnes que vous connaissez ?
";il faut que je vous cite son nom ?
1238;"
oui
oui mais enfin entre autres euh 

c'est madame NPERS

";tu trouves ?
1239;"
ah oui
";c'est qui ?
1240;"
hum

";vous avez entendu qui vous semblait parler le mieux ?
1241;"
des gens qui qui vous 
";euh sans parler de la télévision ou autre euh ?
1242;"
oui

";est-ce qu'il y a en France un organisme qui di- qui décide si un mot ou une expression fait partie ou non du français ?
1243;"
crois
oui
";très utile utile ou sans utilité ?
1244;"
très utile

oui d'accord

";qu'en pensez-vous ?
1245;"
très utile

oui d'accord

";est-ce que vous pensez que c'est juste ?
1246;"
ah oui sûr

";est-ce que vous seriez favorable à un contrôle des journalistes euh ou des professeurs des speakers euh de la télévision ou de la radio du point de vue de leur langage ?
1247;"
compris 
est-ce que vous
";des journalistes à la télévision à la radio ?
1248;"
française
oui
";et comment est-ce que ce contrôle devrait se ?
1249;"
d'accord

aujourd'hui euh

";mieux ou moins bien que du temps où vous étiez vous-même à l'école ?
1250;"
d'accord

aujourd'hui euh

";est-ce qu'elle est aussi bien mieux ou moins bien en- moins bien enseignée d'après vous ?
1251;"
à l'école d'après mes enfants
";et la correction de la langue en général ?
1252;"
je peux pas vous répondre

";et le le fait que l'orthographe soit mieux enseignée ça tient à quoi d'après vous ?
1253;"
la 

";euh dans quelle matière étiez-vous le plus fort à l'école ?
1254;"
c'est peut-être un paradoxe
mais enfin

";et un une autre matière deuxième matière aurait été quoi ?
1255;"
l'histoire oui

";quelque chose pour écrire sur vous ?
1256;"
non

";est-ce que vous avez un stylo à encre ?
1257;"
ah oui

";euh à la suite de quelle circonstance est-ce que vous avez eu pour la première fois un stylo à encre ?
1258;"
depuis toujours ça veut dire depuis 
";votre enfance ?
1259;"
euh hum

";depuis quand n'avez-vous pas écrit ?
1260;"
semaines que 

";la dernière fois est-ce que je peux vous demander pourquoi vous aviez écrit ?
1261;"
ça mais euh
oui oui oui allez-y allez-y
";ça va aller au bout ?
1262;"
si je je n'ai pas besoin c'est encore mieux

";euh est-ce que vous avez besoin d'écrire pour votre travail ?
1263;"
ou
oui
";euh qu'est-ce que c'est exactement euh ?
1264;"
oui

";est-ce que vous préféreriez vous déplacer ou lui écrire une lettre ?
1265;"
ah je préférerais me déplacer oui
";et si c'était quelqu'un que vous considéreriez comme étant socialement supérieur ?
1266;"
pourquoi ?
oui
";de la syntaxe comprenez-vous ?
1267;"
oui oui oui

";une belle écriture ?
1268;"
oui oui oui

";très important important peu important ou sans aucune importance ?
1269;"
oui

";est-ce qu'il est important selon vous d'avoir de l'orthographe ?
1270;"

ah oui
";même chose très important important ?
1271;"
oh très important pour moi c'est
";et pourquoi ?
1272;"
oui

";à une réforme de l'orthographe ?
1273;"
d'accord

euh 

";ou bien indifféremment n'est-ce pas ?
1274;"
hum
";à des amis communs ?
1275;"

c'est ma femme

";euh la la famille à votre famille à vous ?
1276;"
du courrier
et à la famille
";de votre femme ?
1277;"
elle oui
oui pourquoi est-ce que
";c'est elle qui écrit dans ces cas-là ?
1278;"
tout à l'heure
oui
";comprenez ?
1279;"
de maladie 
tout tout ça c'est moi
";euh et autres ?
1280;"
de maladie 
tout tout ça c'est moi
";et pourquoi là c'est vous dans ces cas-là ?
1281;"
évidemment ça
c'est mon domaine ça me concerne

";qui de vous deux possède la meilleure orthographe ?
1282;"
évidemment ça
c'est mon domaine ça me concerne

";d'après vous ?
1283;"
je crois que c'est ma femme

";la plus belle écriture ?
1284;"
hum

";et d'après vous qui est-ce qui des deux parle le meilleur français ?
1285;"
hum

";parle le meilleur français ?
1286;"

ma femme

";et écrit euh dans le meilleur français ?
1287;"
un mot
oui
";la fainéantise de me déplacer pour prendre le dictionnaire je lui dirai crois-tu que tel mot ça s'écrit comme ci ou comme ça ?
1288;"
oui
oui

euh

";pour votre travail combien de lettres écrivez-vous en moyenne par mois ?
1289;"
pour votre travail combien de lettres écrivez-vous en moyenne par mois ?
";euh par mois ?
1290;"
oh oui

une trentaine
";et euh en dehors de votre travail ?
1291;"
oui

oui quelques--unes euh un certain temps puis après je les les laisse
";lesquelles est-ce que vous conserveriez un certain temps ?
1292;"

bien la lettre euh 
d'un ami parce que justement

euh j'appelle un certain temps quinze jours trois semaines si j'ai à répondre
alors je la laisse là sous le coude de manière à dire il faut que je réponde à cette 
";lettre comprenez-vous ?
1293;"
y a certaines lettres que je garde quand même parce que c'est 
c'est des lettres amicales et que j'y suis sensible
";est-ce que vous en avez par exemple en ce moment ?
1294;"
d'accord

est-ce qu'il y aurait 

ça votre femme va pas être contente
ah non non non on n'est pas encore là

";quand vous écrivez à vos amis euh est-ce que vous faites un brouillon ?
1295;"

non
";est-ce que vous faites attention aux fautes d'orthographe ?
1296;"
oui
";est-ce que vous relisez ?
1297;"
oui
";quel instrument est-ce que vous utilisez pour écrire à vos amis ?
1298;"
stylo à 
";encre stylo à bille ?
1299;"
encre stylo à bille ?
oui stylo à encre
";quel type de papier utilisez-vous ?
1300;"
quadrillé oui

euh hum

";d'un mot d'excuse à l'école est-ce que vous feriez un brouillon ?
1301;"

ah oui
";vous feriez attention à l'orthographe ?
1302;"
que jamais oui
et vous utiliseriez
";quel euh instrument ?
1303;"
oui

";d'accord et quel papier ?
1304;"
d'accord

";est -ce que vous feriez un brouillon ?
1305;"
ah oui sûr
";vous feriez attention aux orthographes ?
1306;"
est-ce que vous utilisez euh d'autre papier pour vos 
";autre chose ?
1307;"
oui

";des choses dans la façon de parler de votre femme qui vous agaceraient ?
1308;"
non
";est-ce que vous il vous arrive de la reprendre euh quand elle parle ?
1309;"
non

";est-ce qu'il y a des choses dans votre façon de parler qui l'agacent ?
1310;"


";euh quoi par exemple ?
1311;"



";et il lui arrive de vous reprendre ?
1312;"
euh hum

";qui des deux ré- reprend l'autre le plus souvent ?
1313;"
d'accord

";est-ce qu'il y a quelque chose qui vous agace dans la façon de parler de vos enfants ?
1314;"

non

";il vous arrive de les reprendre ?
1315;"
oui

et dans les cas où vous les 
";vous auriez à les reprendre ?
1316;"
encore on en fait un jeu

";est-ce qu'il y a eu des choses que vous avez voulu leur avez interdit de de de prononcer de dire ?
1317;"
non
";telle ou telle chose ?
1318;"
bon

";vos parents faisaient attention à la façon dont vous parliez ?
1319;"

ah non non

";hum il est-ce qu'ils prenaient des sanctions si vous disiez des choses euh ?
1320;"
pour l'orthographe
";oui mais de dans la façon de parler ?
1321;"
voulez
oui
";y a autre chose non ?
1322;"
non c'est tout ce que je vois
";est-ce qu'il prenait des sanctions quelquefois ?
1323;"



";et pour quel genre de choses ?
1324;"
oui

bon 



 
";et depuis combien de temps habitez-vous Orléans ?
1325;"
euh dix-neuf ans
";dix-neuf ans oui et qu'est-ce qui vous a amené à vivre à Orléans ?
1326;"
non mais prenez votre temps 

";et vous vous plaisez à Orléans ? 
1327;"
non 

";pourquoi ça ?
1328;"
ah du du moment que vous êtes pas né à Orléans vous êtes étranger

";alors est-ce que vous comptez rester à Orléans ? 
1329;"
ah oui 
";pensez aller ? 
1330;"
en Sologne 
";en Sologne ?
1331;"
ah bon
à Salbris exactement
";oui c'est joli là-bas ? 
1332;"
les gens sont peut-être moins riches que les Orléanais mais beaucoup plus sympathiques
";qu'est-ce que vous faites comme travail monsieur ? 
1333;"
dix-neuf heures trente rentrée à la maison 
";alors qu'est-ce qui compte le plus pour vous dans votre travail ? 
1334;"

oui 

alors qu'est-ce qui compte le plus pour vous dans votre travail ? 
";n- a à quel point de vue ? 
1335;"

ah c'est-à-dire qu'est-ce qui 
";qu'est-ce que je préfère faire ? 
